property_id,current_outreach_dispo,proposed_outreach_dispo,action,n_sms_messages_in_thread,jev_choice,jev_confidence,is_suppression_relevant,reason,ledger_generated_at
86c47255-c14a-4ae1-b94d-1217b09d0a38,needs_sequence,nurture,RECLASSIFY,5,nurture,0.79,False,"Jev disagrees with 'needs_sequence', proposes 'nurture' (conf 0.79).",2026-09-20T05:32:11.711755+00:00
86c93a74-62b0-4d64-a81a-00cbdb294aa0,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
86cdee6c-aa50-4569-94d1-ee2d1c0324f8,wrong_number,wrong_number,HOLD_NO_EVIDENCE,0,unclear,1.0,False,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
86cdefa4-5efa-4327-beab-0ddfb4ab017b,not_interested,not_interested,CONFIRMED,2,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
86ddfed2-d59c-4f6b-94e4-e34fd671d285,needs_sequence,not_interested,RECLASSIFY,4,not_interested,1.0,False,"Jev disagrees with 'needs_sequence', proposes 'not_interested' (conf 1.0).",2026-09-20T05:32:11.711755+00:00
86e0be96-50a7-43ea-bba5-754e40f8c856,wrong_number,wrong_number,CONFIRMED,2,wrong_number,0.64,False,Jev agrees with existing label (conf 0.64).,2026-09-20T05:32:11.711755+00:00
86e61865-8893-46b8-8ee8-073bef458f71,not_interested,not_interested,CONFIRMED,4,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
86fa66f1-33fd-426a-b617-94e56ea5ac05,nurture,nurture,CONFIRMED,8,nurture,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
86fcf118-6398-48ab-8756-c8d1cf93de3f,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
8702a35c-7256-4d02-8f92-6b251e642810,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
8704e769-7694-4f62-8df9-1d8ef2c6d9e6,wrong_number,nurture,RECLASSIFY,4,nurture,0.95,False,"Jev disagrees with 'wrong_number', proposes 'nurture' (conf 0.95).",2026-09-20T05:32:11.711755+00:00
8707ed40-9df2-4f23-9e2b-36de04bf2980,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
871291b6-a143-4962-b1d1-f731b5fcb6e8,not_interested,not_interested,CONFIRMED,4,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
872a311f-b7c6-4262-989a-0491b1cc479f,not_interested,not_interested,CONFIRMED,4,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
872c6d6c-7c12-44b9-af36-f2c4e0d604fc,wrong_number,wrong_number,CONFIRMED,2,wrong_number,0.84,False,Jev agrees with existing label (conf 0.84).,2026-09-20T05:32:11.711755+00:00
8734e9c2-1174-4f1e-839c-104cae7be2af,nurture,nurture,CONFIRMED,3,nurture,0.7,False,Jev agrees with existing label (conf 0.7).,2026-09-20T05:32:11.711755+00:00
8742d4c4-52aa-4d46-a493-ce0499ae1f36,not_interested,not_interested,CONFIRMED,3,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
8742f322-0b78-435d-a37b-a304f3aadb52,nurture,nurture,CONFIRMED,2,nurture,0.62,False,Jev agrees with existing label (conf 0.62).,2026-09-20T05:32:11.711755+00:00
874388a3-4bdb-4caf-aec6-9872a432f5e8,needs_sequence,nurture,RECLASSIFY,3,nurture,0.89,False,"Jev disagrees with 'needs_sequence', proposes 'nurture' (conf 0.89).",2026-09-20T05:32:11.711755+00:00
8744f6a4-6aeb-47cf-84fc-82827afbcabe,not_interested,not_interested,CONFIRMED,2,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
874589aa-4214-436a-8f6e-17c951999ad9,wrong_number,wrong_number,CONFIRMED,4,wrong_number,0.9400000000000001,False,Jev agrees with existing label (conf 0.9400000000000001).,2026-09-20T05:32:11.711755+00:00
875639f5-bddf-4049-96db-a05b56c591be,wrong_number,wrong_number,HOLD_NO_EVIDENCE,0,unclear,1.0,False,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
875a9693-8e5f-4c7a-8d2b-d953a89bcfd4,wrong_number,wrong_number,CONFIRMED,2,wrong_number,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
876436bb-6174-4bb3-ade0-e74210c878cb,wrong_number,wrong_number,CONFIRMED,2,wrong_number,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
8769ff2a-79f5-4957-9730-2eb2a0de2285,not_interested,not_interested,CONFIRMED,3,not_interested,0.99,False,Jev agrees with existing label (conf 0.99).,2026-09-20T05:32:11.711755+00:00
876a9427-fdd8-440e-b9db-82b3e463d11c,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
876e6a66-4d2b-4150-94ba-73a939749c23,wrong_number,wrong_number,CONFIRMED,4,wrong_number,0.75,False,Jev agrees with existing label (conf 0.75).,2026-09-20T05:32:11.711755+00:00
876f5365-3408-4e3b-886c-a171e2660e46,wrong_number,wrong_number,CONFIRMED,2,wrong_number,0.91,False,Jev agrees with existing label (conf 0.91).,2026-09-20T05:32:11.711755+00:00
8770c9a5-aea8-4835-bc7b-9817d8d4d0fc,wrong_number,wrong_number,CONFIRMED,4,wrong_number,0.89,False,Jev agrees with existing label (conf 0.89).,2026-09-20T05:32:11.711755+00:00
8771c07f-0860-4a8a-ae75-a8b0a4e51ff5,nurture,nurture,CONFIRMED,3,nurture,0.54,False,Jev agrees with existing label (conf 0.54).,2026-09-20T05:32:11.711755+00:00
878601cd-9074-46e7-9e77-eccc7285382a,nurture,nurture,CONFIRMED,5,nurture,0.73,False,Jev agrees with existing label (conf 0.73).,2026-09-20T05:32:11.711755+00:00
8787afc6-bca9-4d0e-b2eb-b1995e39d962,nurture,not_interested,RECLASSIFY,6,not_interested,0.51,False,"Jev disagrees with 'nurture', proposes 'not_interested' (conf 0.51).",2026-09-20T05:32:11.711755+00:00
878aed43-499d-41a4-b715-9606f568ea28,not_interested,not_interested,CONFIRMED,4,not_interested,0.98,False,Jev agrees with existing label (conf 0.98).,2026-09-20T05:32:11.711755+00:00
878b7ff6-7173-47dd-bfa9-6b77da175855,opted_out,opted_out,CONFIRMED,3,opted_out,1.0,True,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
879305e5-8d3d-458e-b291-772d81adfce7,wrong_number,wrong_number,HOLD_LOW_SIGNAL,2,unclear,0.5,False,Jev returned 'unclear' - insufficient signal to act on.,2026-09-20T05:32:11.711755+00:00
87993e2c-fd48-4813-9dd9-1f02d03b0fa9,wrong_number,wrong_number,CONFIRMED,2,wrong_number,0.98,False,Jev agrees with existing label (conf 0.98).,2026-09-20T05:32:11.711755+00:00
879e33b0-f9f5-4aca-bb45-7380e3542301,wrong_number,wrong_number,CONFIRMED,2,wrong_number,0.42,False,Jev agrees with existing label (conf 0.42).,2026-09-20T05:32:11.711755+00:00
879fc27a-dcc8-476b-9704-4bafa355cc90,not_interested,not_interested,CONFIRMED,2,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
87a129c1-6a37-49d8-ae35-5e0f785d8b82,wrong_number,wrong_number,CONFIRMED,2,wrong_number,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
87a6f6cf-e53a-40f4-b070-b9e5931a46e0,wrong_number,wrong_number,HOLD_NO_EVIDENCE,0,unclear,1.0,False,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
87a9fda4-0fb2-4b14-84b4-39fb15f2740e,not_interested,not_interested,CONFIRMED,6,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
87b36d08-7a3a-4613-acd1-378503f19cbf,nurture,nurture,CONFIRMED,3,nurture,0.7,False,Jev agrees with existing label (conf 0.7).,2026-09-20T05:32:11.711755+00:00
87b46862-d22b-49f3-9fba-952c2564af5d,wrong_number,wrong_number,HOLD_NO_EVIDENCE,0,unclear,1.0,False,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
87b56959-738a-4353-8281-331dadf08d75,wrong_number,nurture,RECLASSIFY,5,nurture,0.77,False,"Jev disagrees with 'wrong_number', proposes 'nurture' (conf 0.77).",2026-09-20T05:32:11.711755+00:00
87be36e0-2d0c-4d2c-bd7a-ad6fabb34eed,not_interested,not_interested,CONFIRMED,4,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
87c4079b-e642-4999-bae0-4f21eefce640,wrong_number,wrong_number,CONFIRMED,4,wrong_number,0.96,False,Jev agrees with existing label (conf 0.96).,2026-09-20T05:32:11.711755+00:00
87cc0c75-8915-4742-a3fa-aada309a9072,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
87cc5df7-f74b-4e88-a926-3979b165bfde,nurture,nurture,CONFIRMED,3,nurture,0.68,False,Jev agrees with existing label (conf 0.68).,2026-09-20T05:32:11.711755+00:00
87dadd3c-232b-42f2-b513-60f540b0765e,needs_sequence,nurture,RECLASSIFY,6,nurture,0.88,False,"Jev disagrees with 'needs_sequence', proposes 'nurture' (conf 0.88).",2026-09-20T05:32:11.711755+00:00
87dd5b33-904f-4726-8859-d862171571d8,wrong_number,wrong_number,CONFIRMED,4,wrong_number,0.92,False,Jev agrees with existing label (conf 0.92).,2026-09-20T05:32:11.711755+00:00
87de0c3a-5938-4848-9f03-ac470fa28b73,needs_sequence,nurture,RECLASSIFY,3,nurture,0.98,False,"Jev disagrees with 'needs_sequence', proposes 'nurture' (conf 0.98).",2026-09-20T05:32:11.711755+00:00
87dfe8e2-1e29-4277-8ff1-b1e5775d2355,nurture,nurture,CONFIRMED,3,nurture,0.53,False,Jev agrees with existing label (conf 0.53).,2026-09-20T05:32:11.711755+00:00
87e36a4a-2546-4411-98cc-96a3dac37297,nurture,nurture,CONFIRMED,3,nurture,0.51,False,Jev agrees with existing label (conf 0.51).,2026-09-20T05:32:11.711755+00:00
87f6538d-c680-4261-8898-6956f85a89ca,wrong_number,wrong_number,CONFIRMED,2,wrong_number,0.51,False,Jev agrees with existing label (conf 0.51).,2026-09-20T05:32:11.711755+00:00
87ff3b81-c8d1-4907-adad-0b594244488b,not_interested,not_interested,CONFIRMED,4,not_interested,0.98,False,Jev agrees with existing label (conf 0.98).,2026-09-20T05:32:11.711755+00:00
88007312-cf01-43c0-b5d8-7e8cde543620,wrong_number,wrong_number,HOLD_NO_EVIDENCE,0,unclear,1.0,False,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
88115e84-5dc1-424d-9fb9-fb2d0b69c521,not_interested,not_interested,CONFIRMED,4,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
881879c8-c71c-4f13-8e6f-d08709a469b8,wrong_number,wrong_number,CONFIRMED,4,wrong_number,0.95,False,Jev agrees with existing label (conf 0.95).,2026-09-20T05:32:11.711755+00:00
8825e417-c347-4d71-959e-5787e22c4d05,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
882f6a4f-938c-4961-8bf7-1cba2c843d0d,wrong_number,wrong_number,HOLD_NO_EVIDENCE,0,unclear,1.0,False,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
88344361-927c-4430-a934-0e7b0ad5be36,wrong_number,wrong_number,CONFIRMED,2,wrong_number,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
88369462-5cb0-4d41-a590-98111e13c083,nurture,nurture,CONFIRMED,3,nurture,0.48,False,Jev agrees with existing label (conf 0.48).,2026-09-20T05:32:11.711755+00:00
8848246c-fc3d-4e3f-b389-15ce2a8694d3,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
88486db7-5f1f-489d-b570-23113e69a964,not_interested,not_interested,CONFIRMED,7,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
88546ef6-49f1-43f3-9ad0-6fab66093a76,wrong_number,wrong_number,HOLD_NO_EVIDENCE,0,unclear,1.0,False,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
88565b59-70d8-4f81-9880-f8325c8b23e5,wrong_number,opted_out,RECLASSIFY,6,opted_out,0.99,False,"Jev disagrees with 'wrong_number', proposes 'opted_out' (conf 0.99).",2026-09-20T05:32:11.711755+00:00
885b0231-58d9-427c-94f2-63cfd825f4ed,nurture,nurture,CONFIRMED,3,nurture,0.7,False,Jev agrees with existing label (conf 0.7).,2026-09-20T05:32:11.711755+00:00
885c6404-9ca9-4901-92bf-2cac0026fe3a,nurture,nurture,CONFIRMED,3,nurture,0.48,False,Jev agrees with existing label (conf 0.48).,2026-09-20T05:32:11.711755+00:00
88680bbc-d03d-4393-acc7-9f637d9893d9,nurture,not_interested,RECLASSIFY,4,not_interested,1.0,False,"Jev disagrees with 'nurture', proposes 'not_interested' (conf 1.0).",2026-09-20T05:32:11.711755+00:00
88685048-90e4-431b-9a14-38358fa4304d,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
8891294a-5422-4b6c-9c9c-35461e477865,wrong_number,wrong_number,CONFIRMED,7,wrong_number,0.99,False,Jev agrees with existing label (conf 0.99).,2026-09-20T05:32:11.711755+00:00
8898dd5c-f7b5-4e09-8935-b69b405afc55,not_interested,not_interested,CONFIRMED,3,not_interested,0.96,False,Jev agrees with existing label (conf 0.96).,2026-09-20T05:32:11.711755+00:00
889e25fc-099d-44e2-8705-419221c1399f,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
88a23524-3dd4-41aa-b756-969b16daf952,nurture,nurture,CONFIRMED,3,nurture,0.46,False,Jev agrees with existing label (conf 0.46).,2026-09-20T05:32:11.711755+00:00
88aab693-9901-4941-b008-b0a945987e67,wrong_number,not_interested,RECLASSIFY,2,not_interested,0.65,False,"Jev disagrees with 'wrong_number', proposes 'not_interested' (conf 0.65).",2026-09-20T05:32:11.711755+00:00
88b35a32-a99c-4f1d-8b18-ecdb2e586188,not_interested,not_interested,CONFIRMED,5,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
88d4dfa2-88e8-429f-9282-185c64cdfa35,wrong_number,wrong_number,HOLD_NO_EVIDENCE,0,unclear,1.0,False,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
88dea4d3-e0b7-485f-856c-19471b5ebe84,needs_sequence,nurture,RECLASSIFY,6,nurture,0.99,False,"Jev disagrees with 'needs_sequence', proposes 'nurture' (conf 0.99).",2026-09-20T05:32:11.711755+00:00
88e5f7ae-884e-4d25-97a6-62c1261a4897,nurture,nurture,CONFIRMED,13,nurture,0.96,False,Jev agrees with existing label (conf 0.96).,2026-09-20T05:32:11.711755+00:00
88e6abeb-fb2b-407a-99cf-7762d027b26c,wrong_number,wrong_number,CONFIRMED,2,wrong_number,0.94,False,Jev agrees with existing label (conf 0.94).,2026-09-20T05:32:11.711755+00:00
88e9e188-6d15-47b2-935a-33caadf8c166,not_interested,not_interested,CONFIRMED,4,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
88f1fdce-9917-427f-b288-811281982da8,wrong_number,wrong_number,HOLD_NO_EVIDENCE,0,unclear,1.0,False,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
89119f38-5797-42c9-aee6-80aa516ea006,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
8914675a-8861-4aa3-adad-3cafbf96c6a2,wrong_number,wrong_number,CONFIRMED,2,wrong_number,0.98,False,Jev agrees with existing label (conf 0.98).,2026-09-20T05:32:11.711755+00:00
89194256-22ad-4e0a-94fc-b2922a705eee,not_interested,not_interested,CONFIRMED,4,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
892c016d-0b4a-442b-a81f-16ffbfc8043d,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
892cdfc9-4105-4747-84e0-4a5219e9fa01,opted_out,opted_out,CONFIRMED,2,opted_out,1.0,True,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
8936a4d1-50a4-4545-b52d-7e31c737fbf9,wrong_number,not_interested,RECLASSIFY,2,not_interested,0.39,False,"Jev disagrees with 'wrong_number', proposes 'not_interested' (conf 0.39).",2026-09-20T05:32:11.711755+00:00
893a2e0f-4f8c-481b-9718-d61835447ef6,nurture,nurture,CONFIRMED,6,nurture,0.97,False,Jev agrees with existing label (conf 0.97).,2026-09-20T05:32:11.711755+00:00
8945f16b-e72e-4183-9856-68e38d258663,wrong_number,nurture,RECLASSIFY,4,nurture,1.0,False,"Jev disagrees with 'wrong_number', proposes 'nurture' (conf 1.0).",2026-09-20T05:32:11.711755+00:00
8947a087-2469-4ffb-beed-7bbdc8836b93,wrong_number,not_interested,RECLASSIFY,2,not_interested,0.79,False,"Jev disagrees with 'wrong_number', proposes 'not_interested' (conf 0.79).",2026-09-20T05:32:11.711755+00:00
8952da38-6529-44e3-a123-6a3ee89ff7e3,nurture,nurture,CONFIRMED,3,nurture,0.87,False,Jev agrees with existing label (conf 0.87).,2026-09-20T05:32:11.711755+00:00
895b5774-9d6d-4215-bff6-73f30881fa4b,nurture,nurture,CONFIRMED,3,nurture,0.53,False,Jev agrees with existing label (conf 0.53).,2026-09-20T05:32:11.711755+00:00
895c13c5-86b9-4b87-b802-617fa9d553be,not_interested,not_interested,CONFIRMED,4,not_interested,0.94,False,Jev agrees with existing label (conf 0.94).,2026-09-20T05:32:11.711755+00:00
89672017-cfc7-45f9-a591-08de32467f4a,nurture,nurture,CONFIRMED,3,nurture,0.47,False,Jev agrees with existing label (conf 0.47).,2026-09-20T05:32:11.711755+00:00
896a7e6f-2a0f-478f-8414-e841bfed963b,wrong_number,wrong_number,HOLD_NO_EVIDENCE,0,unclear,1.0,False,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
896b6349-5cd2-4c03-ae58-091872958bd2,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
8974cfc8-00c7-4eb3-8210-8b74d82ce60d,opted_out,opted_out,CONFIRMED,2,opted_out,1.0,True,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
897697fc-fe21-450a-ba9a-11966e801873,wrong_number,wrong_number,CONFIRMED,2,wrong_number,0.41,False,Jev agrees with existing label (conf 0.41).,2026-09-20T05:32:11.711755+00:00
8976ba2c-280e-4c10-ab46-3fee7a375177,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
8984877a-2d97-4725-9b89-9eefad7f5077,nurture,nurture,CONFIRMED,5,nurture,0.53,False,Jev agrees with existing label (conf 0.53).,2026-09-20T05:32:11.711755+00:00
8984ca17-1da6-4955-9f12-a1d7f10f9bf3,nurture,nurture,CONFIRMED,3,nurture,0.9,False,Jev agrees with existing label (conf 0.9).,2026-09-20T05:32:11.711755+00:00
8986d1e9-e6ca-40a1-a140-b383b4e5e337,wrong_number,wrong_number,CONFIRMED,4,wrong_number,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
8987010f-a2da-42ea-a3fc-66c95e107dfe,wrong_number,wrong_number,CONFIRMED,2,wrong_number,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
898ec927-e502-436e-afe5-561dcb39fa60,nurture,nurture,HOLD_LOW_SIGNAL,3,unclear,0.55,False,Jev returned 'unclear' - insufficient signal to act on.,2026-09-20T05:32:11.711755+00:00
89908f21-50a7-4d4f-ac2f-61bd5157885f,nurture,nurture,CONFIRMED,4,nurture,0.95,False,Jev agrees with existing label (conf 0.95).,2026-09-20T05:32:11.711755+00:00
89a80317-7abb-4cb2-a445-364a48da2ca3,wrong_number,wrong_number,CONFIRMED,4,wrong_number,0.81,False,Jev agrees with existing label (conf 0.81).,2026-09-20T05:32:11.711755+00:00
89b1ccdd-2810-4cb4-a3c8-27482af9d7d6,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
89b2826f-ab58-410e-b04b-87c89157f278,wrong_number,wrong_number,HOLD_NO_EVIDENCE,0,unclear,1.0,False,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
89bf685e-2d05-4bdf-831e-14064b296370,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
89d589c9-492d-4e77-8112-89b290a6bffa,not_interested,not_interested,CONFIRMED,4,not_interested,0.99,False,Jev agrees with existing label (conf 0.99).,2026-09-20T05:32:11.711755+00:00
89dc83f8-3f9b-45be-8900-7157b786fbc3,wrong_number,wrong_number,HOLD_NO_EVIDENCE,0,unclear,1.0,False,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
89e37200-23d0-4a76-b8d9-8c6e9b6c799c,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
89f5b93b-6967-443b-a631-1f4bd97dac49,needs_sequence,nurture,RECLASSIFY,3,nurture,0.91,False,"Jev disagrees with 'needs_sequence', proposes 'nurture' (conf 0.91).",2026-09-20T05:32:11.711755+00:00
89f7ff05-618e-48d7-af8b-7ab43899a003,wrong_number,wrong_number,CONFIRMED,2,wrong_number,0.98,False,Jev agrees with existing label (conf 0.98).,2026-09-20T05:32:11.711755+00:00
89f8c5c1-1667-41e7-8f36-a9996147d596,not_interested,not_interested,CONFIRMED,3,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
89f9f091-086b-462b-8268-fdf5ae3a6250,nurture,nurture,HOLD_LOW_SIGNAL,2,unclear,0.51,False,Jev returned 'unclear' - insufficient signal to act on.,2026-09-20T05:32:11.711755+00:00
89fb30ec-2c84-4127-be32-8b62e275083b,wrong_number,not_interested,RECLASSIFY,2,not_interested,0.37,False,"Jev disagrees with 'wrong_number', proposes 'not_interested' (conf 0.37).",2026-09-20T05:32:11.711755+00:00
89fceb30-b125-410b-b131-72987ca3dbc8,dnc,opted_out,RECLASSIFY_REVIEW_SUPPRESSION,2,opted_out,1.0,True,"No legal language found; text matches 'opted_out' (conf 1.0). CHECK: does a separate suppression record need updating, not just outreach_dispo?",2026-09-20T05:32:11.711755+00:00
89fd814a-7712-4515-a263-71977632f5e8,nurture,wrong_number,RECLASSIFY,4,wrong_number,0.99,False,"Jev disagrees with 'nurture', proposes 'wrong_number' (conf 0.99).",2026-09-20T05:32:11.711755+00:00
8a033480-45ce-490e-9c57-19b5ce7953cd,nurture,not_interested,RECLASSIFY,4,not_interested,0.98,False,"Jev disagrees with 'nurture', proposes 'not_interested' (conf 0.98).",2026-09-20T05:32:11.711755+00:00
8a04f417-63ac-4b10-bcaf-890724732746,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
8a05ab3d-091e-48e5-b41d-8eea9903042b,nurture,nurture,CONFIRMED,3,nurture,0.59,False,Jev agrees with existing label (conf 0.59).,2026-09-20T05:32:11.711755+00:00
8a14d19f-57af-4fc1-aa93-9f35eadadee9,wrong_number,wrong_number,CONFIRMED,2,wrong_number,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
8a14ea28-0e4f-479a-91a9-8195188527af,wrong_number,not_interested,RECLASSIFY,4,not_interested,0.6,False,"Jev disagrees with 'wrong_number', proposes 'not_interested' (conf 0.6).",2026-09-20T05:32:11.711755+00:00
8a1d39aa-d759-4b93-a91a-328e9e1d00cc,needs_sequence,nurture,RECLASSIFY,8,nurture,0.92,False,"Jev disagrees with 'needs_sequence', proposes 'nurture' (conf 0.92).",2026-09-20T05:32:11.711755+00:00
8a1dd2ea-1dd5-4af5-8a2c-114b6dca1ca0,needs_sequence,not_interested,RECLASSIFY,5,not_interested,1.0,False,"Jev disagrees with 'needs_sequence', proposes 'not_interested' (conf 1.0).",2026-09-20T05:32:11.711755+00:00
8a24c289-3e09-4fb4-9e24-63c4a624bd7a,wrong_number,nurture,RECLASSIFY,2,nurture,0.77,False,"Jev disagrees with 'wrong_number', proposes 'nurture' (conf 0.77).",2026-09-20T05:32:11.711755+00:00
8a32c345-9654-4b7a-99af-1f4b0bb257e8,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
8a436db7-cf4e-47ba-a5c9-c3c14bd97930,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
8a440dea-947b-4e1f-9aac-fadfcb4a2783,wrong_number,wrong_number,CONFIRMED,2,wrong_number,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
8a451069-72b0-468f-8724-3a2782317eb6,needs_sequence,nurture,RECLASSIFY,4,nurture,0.97,False,"Jev disagrees with 'needs_sequence', proposes 'nurture' (conf 0.97).",2026-09-20T05:32:11.711755+00:00
8a560dfa-47eb-4f2a-bbae-0642c6824bc8,dnc,dnc,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
8a5e1c2f-4914-479a-9c7d-fca7bcfa2fea,nurture,nurture,CONFIRMED,3,nurture,0.89,False,Jev agrees with existing label (conf 0.89).,2026-09-20T05:32:11.711755+00:00
8a60d81b-0850-4d5a-959f-fe84bec471ce,nurture,wrong_number,RECLASSIFY,3,wrong_number,0.99,False,"Jev disagrees with 'nurture', proposes 'wrong_number' (conf 0.99).",2026-09-20T05:32:11.711755+00:00
